car_name,location,km_driven,fuel_type,transmission_type,owner_type,mileage,engine,max_power,seats,price_inr,vehicle_age,brand,model,seller_type
Renault KWID,Unknown,4500,Petrol,Automatic,Unknown,18.15,1493.0,97.7,5.0,500000.0,2,Renault,KWID,Dealer
Maruti Alto,Unknown,33682,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,235000.0,8,Maruti,Alto,Dealer
Ford Aspire,Unknown,77506,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,550000.0,6,Ford,Aspire,Dealer
Ford Figo,Unknown,55261,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,215000.0,9,Ford,Figo,Dealer
Mahindra Scorpio,Unknown,47000,Diesel,Manual,Unknown,18.15,1493.0,97.7,8.0,670000.0,7,Mahindra,Scorpio,Individual
Renault KWID,Unknown,20000,Petrol,Automatic,Unknown,18.15,1493.0,97.7,5.0,330000.0,3,Renault,KWID,Individual
Mahindra Bolero,Unknown,120000,Diesel,Manual,Unknown,18.15,1493.0,97.7,7.0,400000.0,10,Mahindra,Bolero,Individual
Maruti Swift,Unknown,40000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,525000.0,2,Maruti,Swift,Individual
Hyundai Grand,Unknown,40000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,380000.0,8,Hyundai,Grand,Individual
Maruti Swift Dzire,Unknown,45000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,525000.0,4,Maruti,Swift Dzire,Dealer
Honda Amaze,Unknown,48000,Petrol,Automatic,Unknown,18.15,1493.0,97.7,5.0,540000.0,4,Honda,Amaze,Individual
Maruti Wagon R,Unknown,72000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,290000.0,8,Maruti,Wagon R,Dealer
Renault KWID,Unknown,60000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,215000.0,5,Renault,KWID,Individual
BMW X1,Unknown,32000,Diesel,Automatic,Unknown,18.15,1493.0,97.7,5.0,2500000.0,5,BMW,X1,Individual
Mahindra Bolero,Unknown,5000,Diesel,Manual,Unknown,18.15,1493.0,97.7,7.0,790000.0,2,Mahindra,Bolero,Individual
Honda Jazz,Unknown,31000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,450000.0,6,Honda,Jazz,Dealer
Maruti Wagon R,Unknown,37500,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,350000.0,5,Maruti,Wagon R,Individual
Maruti Swift,Unknown,84000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,350000.0,8,Maruti,Swift,Individual
Maruti Vitara,Unknown,36000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,735000.0,3,Maruti,Vitara,Dealer
Hyundai Verna,Unknown,60000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,445000.0,9,Hyundai,Verna,Individual
Hyundai Verna,Unknown,52000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,680000.0,5,Hyundai,Verna,Dealer
Maruti Wagon R,Unknown,40000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,325000.0,5,Maruti,Wagon R,Individual
Hyundai i20,Unknown,70000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,600000.0,4,Hyundai,i20,Individual
Renault Duster,Unknown,34000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,900000.0,2,Renault,Duster,Individual
Renault Duster,Unknown,60000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,600000.0,7,Renault,Duster,Individual
Maruti Swift,Unknown,78000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,465000.0,6,Maruti,Swift,Dealer
Toyota Fortuner,Unknown,60000,Diesel,Manual,Unknown,18.15,1493.0,97.7,7.0,2480000.0,1,Toyota,Fortuner,Dealer
Skoda Octavia,Unknown,70000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,410000.0,6,Skoda,Octavia,Individual
Maruti Swift Dzire,Unknown,10000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,810000.0,2,Maruti,Swift Dzire,Individual
Maruti Wagon R,Unknown,58000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,350000.0,5,Maruti,Wagon R,Individual
Toyota Fortuner,Unknown,290000,Diesel,Automatic,Unknown,18.15,1493.0,97.7,7.0,1600000.0,6,Toyota,Fortuner,Individual
Maruti Ciaz,Unknown,15000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,875000.0,2,Maruti,Ciaz,Individual
Datsun GO,Unknown,23000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,415000.0,2,Datsun,GO,Individual
Maruti Alto,Unknown,40000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,250000.0,7,Maruti,Alto,Individual
Hyundai i10,Unknown,35800,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,265000.0,9,Hyundai,i10,Dealer
Ford Figo,Unknown,36000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,235000.0,7,Ford,Figo,Dealer
Ford Aspire,Unknown,50000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,785000.0,2,Ford,Aspire,Individual
Hyundai i10,Unknown,52000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,175000.0,12,Hyundai,i10,Dealer
Toyota Fortuner,Unknown,123105,Diesel,Automatic,Unknown,18.15,1493.0,97.7,7.0,1250000.0,9,Toyota,Fortuner,Dealer
Mahindra XUV500,Unknown,70000,Diesel,Manual,Unknown,18.15,1493.0,97.7,7.0,850000.0,6,Mahindra,XUV500,Individual
Hyundai i20,Unknown,25000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,600000.0,3,Hyundai,i20,Dealer
Mercedes-Benz C-Class,Unknown,10948,Diesel,Automatic,Unknown,18.15,1493.0,97.7,5.0,1350000.0,10,Mercedes-Benz,C-Class,Dealer
BMW X3,Unknown,39000,Diesel,Automatic,Unknown,18.15,1493.0,97.7,5.0,2375000.0,8,BMW,X3,Dealer
Hyundai i10,Unknown,60000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,200000.0,13,Hyundai,i10,Individual
Hyundai Verna,Unknown,70000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,380000.0,9,Hyundai,Verna,Individual
Toyota Fortuner,Unknown,77000,Diesel,Manual,Unknown,18.15,1493.0,97.7,7.0,1500000.0,7,Toyota,Fortuner,Dealer
Tata Tiago,Unknown,48000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,325000.0,5,Tata,Tiago,Dealer
Maruti Celerio,Unknown,50000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,350000.0,4,Maruti,Celerio,Individual
Maruti Swift Dzire,Unknown,52000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,680000.0,5,Maruti,Swift Dzire,Dealer
Maruti Swift Dzire,Unknown,120000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,200000.0,11,Maruti,Swift Dzire,Individual
Ford Ecosport,Unknown,95945,Petrol,Automatic,Unknown,18.15,1493.0,97.7,5.0,500000.0,6,Ford,Ecosport,Individual
Maruti Wagon R,Unknown,20673,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,350000.0,5,Maruti,Wagon R,Dealer
Mahindra XUV500,Unknown,80000,Diesel,Manual,Unknown,18.15,1493.0,97.7,7.0,1000000.0,6,Mahindra,XUV500,Dealer
Honda City,Unknown,171000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,530000.0,7,Honda,City,Individual
Ford Aspire,Unknown,5000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,510000.0,4,Ford,Aspire,Individual
Hyundai Grand,Unknown,10000,Petrol,Automatic,Unknown,18.15,1493.0,97.7,5.0,625000.0,2,Hyundai,Grand,Individual
Hyundai Grand,Unknown,52312,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,415000.0,6,Hyundai,Grand,Dealer
Mahindra Scorpio,Unknown,178000,Diesel,Manual,Unknown,18.15,1493.0,97.7,7.0,325000.0,12,Mahindra,Scorpio,Individual
Maruti Swift,Unknown,39569,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,289000.0,8,Maruti,Swift,Dealer
Land Rover Rover,Unknown,65000,Diesel,Automatic,Unknown,18.15,1493.0,97.7,7.0,2899000.0,10,Land,Rover Rover,Dealer
Maruti Vitara,Unknown,38000,Diesel,Automatic,Unknown,18.15,1493.0,97.7,5.0,800000.0,3,Maruti,Vitara,Dealer
Volkswagen Vento,Unknown,113414,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,430000.0,8,Volkswagen,Vento,Dealer
Maruti Swift Dzire,Unknown,120000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,450000.0,6,Maruti,Swift Dzire,Individual
Hyundai i20,Unknown,10000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,790000.0,3,Hyundai,i20,Individual
Ford Ecosport,Unknown,6000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,952000.0,2,Ford,Ecosport,Individual
Renault Duster,Unknown,80000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,640000.0,5,Renault,Duster,Individual
Hyundai Verna,Unknown,70000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,125000.0,14,Hyundai,Verna,Individual
Renault Duster,Unknown,65000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,450000.0,7,Renault,Duster,Dealer
Hyundai Verna,Unknown,4000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,950000.0,3,Hyundai,Verna,Dealer
Honda City,Unknown,65000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,500000.0,6,Honda,City,Dealer
Hyundai i20,Unknown,26000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,540000.0,4,Hyundai,i20,Dealer
Maruti Swift,Unknown,60000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,458000.0,7,Maruti,Swift,Dealer
Ford Ecosport,Unknown,36000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,850000.0,4,Ford,Ecosport,Dealer
Maruti Swift,Unknown,60000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,500000.0,6,Maruti,Swift,Individual
Audi A4,Unknown,88720,Diesel,Automatic,Unknown,18.15,1493.0,97.7,5.0,1900000.0,7,Audi,A4,Dealer
Maruti Swift Dzire,Unknown,212000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,200000.0,6,Maruti,Swift Dzire,Individual
Renault KWID,Unknown,25000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,300000.0,1,Renault,KWID,Individual
Maruti Wagon R,Unknown,60000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,220000.0,9,Maruti,Wagon R,Individual
Tata Tiago,Unknown,20000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,470000.0,3,Tata,Tiago,Individual
Maruti Wagon R,Unknown,15000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,510000.0,2,Maruti,Wagon R,Individual
Ford Freestyle,Unknown,5000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,780000.0,2,Ford,Freestyle,Individual
Maruti Ciaz,Unknown,36889,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,530000.0,5,Maruti,Ciaz,Dealer
Ford Ecosport,Unknown,160000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,500000.0,6,Ford,Ecosport,Individual
Maruti Wagon R,Unknown,10000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,450000.0,1,Maruti,Wagon R,Individual
Toyota Innova,Unknown,100000,Diesel,Manual,Unknown,18.15,1493.0,97.7,7.0,1500000.0,4,Toyota,Innova,Individual
Tata Tiago,Unknown,35780,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,350000.0,4,Tata,Tiago,Dealer
Maruti Wagon R,Unknown,130890,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,160000.0,10,Maruti,Wagon R,Individual
Honda City,Unknown,100380,Petrol,Automatic,Unknown,18.15,1493.0,97.7,5.0,380000.0,11,Honda,City,Dealer
Maruti Ciaz,Unknown,50000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,695000.0,5,Maruti,Ciaz,Individual
Maruti Wagon R,Unknown,34500,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,375000.0,5,Maruti,Wagon R,Individual
Maruti Alto,Unknown,10000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,340000.0,4,Maruti,Alto,Individual
Renault KWID,Unknown,30000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,300000.0,4,Renault,KWID,Individual
Tata Tiago,Unknown,38000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,390000.0,3,Tata,Tiago,Individual
Hyundai Santro,Unknown,70000,LPG,Manual,Unknown,18.15,1493.0,97.7,5.0,150000.0,11,Hyundai,Santro,Individual
Maruti Wagon R,Unknown,49256,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,111000.0,15,Maruti,Wagon R,Dealer
Maruti Wagon R,Unknown,60000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,125000.0,15,Maruti,Wagon R,Individual
Mahindra Scorpio,Unknown,79200,Diesel,Automatic,Unknown,18.15,1493.0,97.7,7.0,1150000.0,5,Mahindra,Scorpio,Dealer
Honda City,Unknown,35000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,750000.0,4,Honda,City,Individual
Datsun GO,Unknown,61107,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,350000.0,6,Datsun,GO,Dealer
Maruti Swift,Unknown,95000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,480000.0,6,Maruti,Swift,Individual
Mahindra Scorpio,Unknown,92000,Diesel,Manual,Unknown,18.15,1493.0,97.7,7.0,595000.0,7,Mahindra,Scorpio,Dealer
Maruti Alto,Unknown,50000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,175000.0,12,Maruti,Alto,Individual
Hyundai Grand,Unknown,65000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,475000.0,5,Hyundai,Grand,Dealer
Renault Duster,Unknown,48000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,375000.0,9,Renault,Duster,Dealer
Maruti Swift,Unknown,40000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,390000.0,9,Maruti,Swift,Individual
Datsun GO,Unknown,11800,Petrol,Manual,Unknown,18.15,1493.0,97.7,7.0,575000.0,2,Datsun,GO,Individual
Tata Tigor,Unknown,25000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,599000.0,3,Tata,Tigor,Individual
Honda Amaze,Unknown,72000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,425000.0,6,Honda,Amaze,Dealer
Maruti Wagon R,Unknown,21980,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,290000.0,7,Maruti,Wagon R,Individual
Hyundai Creta,Unknown,60000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,770000.0,5,Hyundai,Creta,Dealer
Honda City,Unknown,53000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,535000.0,6,Honda,City,Dealer
Maruti Alto,Unknown,30000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,150000.0,12,Maruti,Alto,Individual
Maruti Alto,Unknown,5000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,325000.0,3,Maruti,Alto,Individual
BMW X1,Unknown,65000,Diesel,Automatic,Unknown,18.15,1493.0,97.7,5.0,850000.0,9,BMW,X1,Dealer
Maruti Wagon R,Unknown,80875,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,250000.0,11,Maruti,Wagon R,Dealer
Ford Ecosport,Unknown,35000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,800000.0,4,Ford,Ecosport,Individual
Maruti Swift,Unknown,85392,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,450000.0,7,Maruti,Swift,Dealer
Maruti Ertiga,Unknown,45000,Diesel,Manual,Unknown,18.15,1493.0,97.7,7.0,980000.0,2,Maruti,Ertiga,Individual
Maruti Swift,Unknown,54000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,411000.0,7,Maruti,Swift,Individual
Maruti Ertiga,Unknown,90000,Diesel,Manual,Unknown,18.15,1493.0,97.7,7.0,650000.0,6,Maruti,Ertiga,Individual
Hyundai Venue,Unknown,10000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,950000.0,2,Hyundai,Venue,Individual
Hyundai i10,Unknown,47000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,370000.0,5,Hyundai,i10,Individual
Maruti Wagon R,Unknown,120000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,95000.0,21,Maruti,Wagon R,Individual
Tata Hexa,Unknown,78000,Diesel,Manual,Unknown,18.15,1493.0,97.7,7.0,1300000.0,4,Tata,Hexa,Individual
Hyundai Grand,Unknown,15000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,598000.0,2,Hyundai,Grand,Individual
Tata Altroz,Unknown,3800,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,730000.0,1,Tata,Altroz,Individual
Maruti Ciaz,Unknown,10000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,875000.0,3,Maruti,Ciaz,Individual
Honda Amaze,Unknown,2000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,670000.0,2,Honda,Amaze,Individual
Maruti Alto,Unknown,20000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,330000.0,2,Maruti,Alto,Individual
Maruti Baleno,Unknown,5000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,610000.0,2,Maruti,Baleno,Individual
Maruti Swift Dzire,Unknown,50907,Diesel,Automatic,Unknown,18.15,1493.0,97.7,5.0,680000.0,4,Maruti,Swift Dzire,Dealer
Maruti Swift Dzire,Unknown,38000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,585000.0,4,Maruti,Swift Dzire,Dealer
Honda Amaze,Unknown,67000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,330000.0,7,Honda,Amaze,Dealer
Hyundai Verna,Unknown,9000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,950000.0,2,Hyundai,Verna,Dealer
Honda Amaze,Unknown,25000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,350000.0,6,Honda,Amaze,Individual
Honda Amaze,Unknown,54000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,650000.0,3,Honda,Amaze,Dealer
Honda WR-V,Unknown,127991,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,675000.0,4,Honda,WR-V,Dealer
Maruti Ertiga,Unknown,26000,Petrol,Manual,Unknown,18.15,1493.0,97.7,7.0,530000.0,7,Maruti,Ertiga,Dealer
Maruti Swift,Unknown,65123,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,340000.0,13,Maruti,Swift,Dealer
Mahindra Scorpio,Unknown,112000,Diesel,Manual,Unknown,18.15,1493.0,97.7,7.0,900000.0,5,Mahindra,Scorpio,Dealer
Maruti Wagon R,Unknown,50000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,370000.0,4,Maruti,Wagon R,Individual
Maruti Alto,Unknown,61043,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,210000.0,9,Maruti,Alto,Dealer
Hyundai Grand,Unknown,20000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,436000.0,4,Hyundai,Grand,Dealer
Maruti Vitara,Unknown,55000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,800000.0,4,Maruti,Vitara,Individual
Maruti Ertiga,Unknown,72372,Diesel,Manual,Unknown,18.15,1493.0,97.7,7.0,675000.0,7,Maruti,Ertiga,Dealer
Honda City,Unknown,38200,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,589000.0,6,Honda,City,Dealer
Maruti Baleno,Unknown,70000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,625000.0,4,Maruti,Baleno,Individual
Hyundai Grand,Unknown,10000,Petrol,Automatic,Unknown,18.15,1493.0,97.7,5.0,650000.0,2,Hyundai,Grand,Individual
Maruti Vitara,Unknown,120000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,600000.0,5,Maruti,Vitara,Individual
Volkswagen Polo,Unknown,76500,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,570000.0,4,Volkswagen,Polo,Dealer
Ford Figo,Unknown,32153,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,225000.0,10,Ford,Figo,Dealer
Ford Figo,Unknown,123000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,180000.0,10,Ford,Figo,Individual
Skoda Superb,Unknown,40000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,430000.0,8,Skoda,Superb,Individual
Tata Harrier,Unknown,16320,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,1600000.0,2,Tata,Harrier,Dealer
Tata Safari,Unknown,120000,Diesel,Manual,Unknown,18.15,1493.0,97.7,7.0,200000.0,11,Tata,Safari,Individual
Mahindra XUV500,Unknown,79000,Diesel,Manual,Unknown,18.15,1493.0,97.7,7.0,1150000.0,6,Mahindra,XUV500,Dealer
Maruti Wagon R,Unknown,70000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,78000.0,15,Maruti,Wagon R,Individual
Maruti Swift,Unknown,25000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,380000.0,6,Maruti,Swift,Individual
Mahindra Scorpio,Unknown,23000,Diesel,Manual,Unknown,18.15,1493.0,97.7,8.0,600000.0,10,Mahindra,Scorpio,Individual
Ford Aspire,Unknown,35000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,475000.0,4,Ford,Aspire,Individual
Honda City,Unknown,60000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,500000.0,7,Honda,City,Individual
Maruti Wagon R,Unknown,16000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,299000.0,8,Maruti,Wagon R,Dealer
Renault Duster,Unknown,37000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,565000.0,5,Renault,Duster,Dealer
Ford Ecosport,Unknown,40000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,495000.0,7,Ford,Ecosport,Dealer
Toyota Innova,Unknown,69000,Diesel,Manual,Unknown,18.15,1493.0,97.7,7.0,2090000.0,3,Toyota,Innova,Dealer
Honda Jazz,Unknown,76000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,265000.0,12,Honda,Jazz,Dealer
Mahindra Bolero,Unknown,20000,Diesel,Manual,Unknown,18.15,1493.0,97.7,7.0,750000.0,2,Mahindra,Bolero,Individual
Maruti Swift,Unknown,38000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,320000.0,9,Maruti,Swift,Dealer
Mahindra Bolero,Unknown,64172,Diesel,Manual,Unknown,18.15,1493.0,97.7,7.0,690000.0,5,Mahindra,Bolero,Dealer
Hyundai Verna,Unknown,53075,Petrol,Automatic,Unknown,18.15,1493.0,97.7,5.0,675000.0,5,Hyundai,Verna,Dealer
Tata Nexon,Unknown,3500,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,650000.0,1,Tata,Nexon,Individual
Maruti Wagon R,Unknown,60000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,324000.0,5,Maruti,Wagon R,Individual
Honda Jazz,Unknown,42000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,425000.0,5,Honda,Jazz,Dealer
Maruti Alto,Unknown,36000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,275000.0,4,Maruti,Alto,Dealer
Hyundai Verna,Unknown,16300,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,750000.0,5,Hyundai,Verna,Individual
Tata Nexon,Unknown,26000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,600000.0,3,Tata,Nexon,Individual
Hyundai Grand,Unknown,10000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,450000.0,3,Hyundai,Grand,Individual
Renault KWID,Unknown,45049,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,320000.0,5,Renault,KWID,Dealer
Maruti Alto,Unknown,10000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,316000.0,5,Maruti,Alto,Individual
Ford Ecosport,Unknown,11800,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,900000.0,2,Ford,Ecosport,Individual
Honda City,Unknown,52000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,1100000.0,4,Honda,City,Individual
Hyundai Grand,Unknown,35000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,410000.0,5,Hyundai,Grand,Individual
Maruti Baleno,Unknown,53000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,696000.0,4,Maruti,Baleno,Dealer
Renault Duster,Unknown,125000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,425000.0,7,Renault,Duster,Individual
Hyundai i20,Unknown,110000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,280000.0,9,Hyundai,i20,Individual
Maruti Wagon R,Unknown,30000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,390000.0,3,Maruti,Wagon R,Individual
Ford Ecosport,Unknown,35000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,640000.0,5,Ford,Ecosport,Individual
Hyundai Creta,Unknown,40000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,915000.0,3,Hyundai,Creta,Individual
Hyundai i20,Unknown,70000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,330000.0,9,Hyundai,i20,Dealer
Honda City,Unknown,54700,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,600000.0,6,Honda,City,Dealer
Ford Ecosport,Unknown,36000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,825000.0,3,Ford,Ecosport,Dealer
Honda City,Unknown,55000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,379000.0,9,Honda,City,Dealer
Hyundai i10,Unknown,70000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,239000.0,13,Hyundai,i10,Dealer
Tata Safari,Unknown,140000,Diesel,Manual,Unknown,18.15,1493.0,97.7,7.0,215000.0,10,Tata,Safari,Individual
Maruti Wagon R,Unknown,25000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,400000.0,3,Maruti,Wagon R,Individual
Ford Endeavour,Unknown,40000,Diesel,Automatic,Unknown,18.15,1493.0,97.7,7.0,2150000.0,5,Ford,Endeavour,Individual
Maruti Swift,Unknown,10000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,595000.0,2,Maruti,Swift,Individual
Mahindra Bolero,Unknown,120000,Diesel,Manual,Unknown,18.15,1493.0,97.7,7.0,450000.0,10,Mahindra,Bolero,Individual
Maruti Wagon R,Unknown,50000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,260000.0,11,Maruti,Wagon R,Individual
Mahindra Marazzo,Unknown,5000,Diesel,Manual,Unknown,18.15,1493.0,97.7,7.0,1100000.0,1,Mahindra,Marazzo,Individual
BMW 7,Unknown,30000,Diesel,Automatic,Unknown,18.15,1493.0,97.7,5.0,5500000.0,6,BMW,7,Individual
Maruti Swift,Unknown,63589,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,425000.0,8,Maruti,Swift,Dealer
